date,wm_yr_wk,weekday,wday,month,year,d
2015-06-04,11518,Thursday,6,6,2015,d_1588
2015-06-05,11518,Friday,7,6,2015,d_1589
2015-06-06,11519,Saturday,1,6,2015,d_1590
2015-06-07,11519,Sunday,2,6,2015,d_1591
2015-06-08,11519,Monday,3,6,2015,d_1592
2015-06-09,11519,Tuesday,4,6,2015,d_1593
2015-06-10,11519,Wednesday,5,6,2015,d_1594
2015-06-11,11519,Thursday,6,6,2015,d_1595
2015-06-12,11519,Friday,7,6,2015,d_1596
2015-06-13,11520,Saturday,1,6,2015,d_1597
2015-06-14,11520,Sunday,2,6,2015,d_1598
2015-06-15,11520,Monday,3,6,2015,d_1599
2015-06-16,11520,Tuesday,4,6,2015,d_1600
2015-06-17,11520,Wednesday,5,6,2015,d_1601
2015-06-18,11520,Thursday,6,6,2015,d_1602
2015-06-19,11520,Friday,7,6,2015,d_1603
2015-06-20,11521,Saturday,1,6,2015,d_1604
2015-06-21,11521,Sunday,2,6,2015,d_1605
2015-06-22,11521,Monday,3,6,2015,d_1606
2015-06-23,11521,Tuesday,4,6,2015,d_1607
2015-06-24,11521,Wednesday,5,6,2015,d_1608
2015-06-25,11521,Thursday,6,6,2015,d_1609
2015-06-26,11521,Friday,7,6,2015,d_1610
2015-06-27,11522,Saturday,1,6,2015,d_1611
2015-06-28,11522,Sunday,2,6,2015,d_1612
2015-06-29,11522,Monday,3,6,2015,d_1613
2015-06-30,11522,Tuesday,4,6,2015,d_1614
2015-07-01,11522,Wednesday,5,7,2015,d_1615
2015-07-02,11522,Thursday,6,7,2015,d_1616
2015-07-03,11522,Friday,7,7,2015,d_1617
2015-07-04,11523,Saturday,1,7,2015,d_1618
2015-07-05,11523,Sunday,2,7,2015,d_1619
2015-07-06,11523,Monday,3,7,2015,d_1620
2015-07-07,11523,Tuesday,4,7,2015,d_1621
2015-07-08,11523,Wednesday,5,7,2015,d_1622
2015-07-09,11523,Thursday,6,7,2015,d_1623
2015-07-10,11523,Friday,7,7,2015,d_1624
2015-07-11,11524,Saturday,1,7,2015,d_1625
2015-07-12,11524,Sunday,2,7,2015,d_1626
2015-07-13,11524,Monday,3,7,2015,d_1627
2015-07-14,11524,Tuesday,4,7,2015,d_1628
2015-07-15,11524,Wednesday,5,7,2015,d_1629
2015-07-16,11524,Thursday,6,7,2015,d_1630
2015-07-17,11524,Friday,7,7,2015,d_1631
2015-07-18,11525,Saturday,1,7,2015,d_1632
2015-07-19,11525,Sunday,2,7,2015,d_1633
2015-07-20,11525,Monday,3,7,2015,d_1634
2015-07-21,11525,Tuesday,4,7,2015,d_1635
2015-07-22,11525,Wednesday,5,7,2015,d_1636
2015-07-23,11525,Thursday,6,7,2015,d_1637
2015-07-24,11525,Friday,7,7,2015,d_1638
2015-07-25,11526,Saturday,1,7,2015,d_1639
2015-07-26,11526,Sunday,2,7,2015,d_1640
2015-07-27,11526,Monday,3,7,2015,d_1641
2015-07-28,11526,Tuesday,4,7,2015,d_1642
2015-07-29,11526,Wednesday,5,7,2015,d_1643
2015-07-30,11526,Thursday,6,7,2015,d_1644
2015-07-31,11526,Friday,7,7,2015,d_1645
2015-08-01,11527,Saturday,1,8,2015,d_1646
2015-08-02,11527,Sunday,2,8,2015,d_1647
2015-08-03,11527,Monday,3,8,2015,d_1648
2015-08-04,11527,Tuesday,4,8,2015,d_1649
2015-08-05,11527,Wednesday,5,8,2015,d_1650
2015-08-06,11527,Thursday,6,8,2015,d_1651
2015-08-07,11527,Friday,7,8,2015,d_1652
2015-08-08,11528,Saturday,1,8,2015,d_1653
2015-08-09,11528,Sunday,2,8,2015,d_1654
2015-08-10,11528,Monday,3,8,2015,d_1655
2015-08-11,11528,Tuesday,4,8,2015,d_1656
2015-08-12,11528,Wednesday,5,8,2015,d_1657
2015-08-13,11528,Thursday,6,8,2015,d_1658
2015-08-14,11528,Friday,7,8,2015,d_1659
2015-08-15,11529,Saturday,1,8,2015,d_1660
2015-08-16,11529,Sunday,2,8,2015,d_1661
2015-08-17,11529,Monday,3,8,2015,d_1662
2015-08-18,11529,Tuesday,4,8,2015,d_1663
2015-08-19,11529,Wednesday,5,8,2015,d_1664
2015-08-20,11529,Thursday,6,8,2015,d_1665
2015-08-21,11529,Friday,7,8,2015,d_1666
2015-08-22,11530,Saturday,1,8,2015,d_1667
2015-08-23,11530,Sunday,2,8,2015,d_1668
2015-08-24,11530,Monday,3,8,2015,d_1669
2015-08-25,11530,Tuesday,4,8,2015,d_1670
2015-08-26,11530,Wednesday,5,8,2015,d_1671
2015-08-27,11530,Thursday,6,8,2015,d_1672
2015-08-28,11530,Friday,7,8,2015,d_1673
2015-08-29,11531,Saturday,1,8,2015,d_1674
2015-08-30,11531,Sunday,2,8,2015,d_1675
2015-08-31,11531,Monday,3,8,2015,d_1676
2015-09-01,11531,Tuesday,4,9,2015,d_1677
2015-09-02,11531,Wednesday,5,9,2015,d_1678
2015-09-03,11531,Thursday,6,9,2015,d_1679
2015-09-04,11531,Friday,7,9,2015,d_1680
2015-09-05,11532,Saturday,1,9,2015,d_1681
2015-09-06,11532,Sunday,2,9,2015,d_1682
2015-09-07,11532,Monday,3,9,2015,d_1683
2015-09-08,11532,Tuesday,4,9,2015,d_1684
2015-09-09,11532,Wednesday,5,9,2015,d_1685
2015-09-10,11532,Thursday,6,9,2015,d_1686
2015-09-11,11532,Friday,7,9,2015,d_1687
2015-09-12,11533,Saturday,1,9,2015,d_1688
2015-09-13,11533,Sunday,2,9,2015,d_1689
2015-09-14,11533,Monday,3,9,2015,d_1690
2015-09-15,11533,Tuesday,4,9,2015,d_1691
2015-09-16,11533,Wednesday,5,9,2015,d_1692
2015-09-17,11533,Thursday,6,9,2015,d_1693
2015-09-18,11533,Friday,7,9,2015,d_1694
2015-09-19,11534,Saturday,1,9,2015,d_1695
2015-09-20,11534,Sunday,2,9,2015,d_1696
2015-09-21,11534,Monday,3,9,2015,d_1697
2015-09-22,11534,Tuesday,4,9,2015,d_1698
2015-09-23,11534,Wednesday,5,9,2015,d_1699
2015-09-24,11534,Thursday,6,9,2015,d_1700
2015-09-25,11534,Friday,7,9,2015,d_1701
2015-09-26,11535,Saturday,1,9,2015,d_1702
2015-09-27,11535,Sunday,2,9,2015,d_1703
2015-09-28,11535,Monday,3,9,2015,d_1704
2015-09-29,11535,Tuesday,4,9,2015,d_1705
2015-09-30,11535,Wednesday,5,9,2015,d_1706
2015-10-01,11535,Thursday,6,10,2015,d_1707
2015-10-02,11535,Friday,7,10,2015,d_1708
2015-10-03,11536,Saturday,1,10,2015,d_1709
2015-10-04,11536,Sunday,2,10,2015,d_1710
2015-10-05,11536,Monday,3,10,2015,d_1711
2015-10-06,11536,Tuesday,4,10,2015,d_1712
2015-10-07,11536,Wednesday,5,10,2015,d_1713
2015-10-08,11536,Thursday,6,10,2015,d_1714
2015-10-09,11536,Friday,7,10,2015,d_1715
2015-10-10,11537,Saturday,1,10,2015,d_1716
2015-10-11,11537,Sunday,2,10,2015,d_1717
2015-10-12,11537,Monday,3,10,2015,d_1718
2015-10-13,11537,Tuesday,4,10,2015,d_1719
2015-10-14,11537,Wednesday,5,10,2015,d_1720
2015-10-15,11537,Thursday,6,10,2015,d_1721
2015-10-16,11537,Friday,7,10,2015,d_1722
2015-10-17,11538,Saturday,1,10,2015,d_1723
2015-10-18,11538,Sunday,2,10,2015,d_1724
2015-10-19,11538,Monday,3,10,2015,d_1725
2015-10-20,11538,Tuesday,4,10,2015,d_1726
2015-10-21,11538,Wednesday,5,10,2015,d_1727
2015-10-22,11538,Thursday,6,10,2015,d_1728
2015-10-23,11538,Friday,7,10,2015,d_1729
2015-10-24,11539,Saturday,1,10,2015,d_1730
2015-10-25,11539,Sunday,2,10,2015,d_1731
2015-10-26,11539,Monday,3,10,2015,d_1732
2015-10-27,11539,Tuesday,4,10,2015,d_1733
2015-10-28,11539,Wednesday,5,10,2015,d_1734
2015-10-29,11539,Thursday,6,10,2015,d_1735
2015-10-30,11539,Friday,7,10,2015,d_1736
2015-10-31,11540,Saturday,1,10,2015,d_1737
2015-11-01,11540,Sunday,2,11,2015,d_1738
2015-11-02,11540,Monday,3,11,2015,d_1739
2015-11-03,11540,Tuesday,4,11,2015,d_1740
2015-11-04,11540,Wednesday,5,11,2015,d_1741
2015-11-05,11540,Thursday,6,11,2015,d_1742
2015-11-06,11540,Friday,7,11,2015,d_1743
2015-11-07,11541,Saturday,1,11,2015,d_1744
2015-11-08,11541,Sunday,2,11,2015,d_1745
2015-11-09,11541,Monday,3,11,2015,d_1746
2015-11-10,11541,Tuesday,4,11,2015,d_1747
2015-11-11,11541,Wednesday,5,11,2015,d_1748
2015-11-12,11541,Thursday,6,11,2015,d_1749
2015-11-13,11541,Friday,7,11,2015,d_1750
2015-11-14,11542,Saturday,1,11,2015,d_1751
2015-11-15,11542,Sunday,2,11,2015,d_1752
2015-11-16,11542,Monday,3,11,2015,d_1753
2015-11-17,11542,Tuesday,4,11,2015,d_1754
2015-11-18,11542,Wednesday,5,11,2015,d_1755
2015-11-19,11542,Thursday,6,11,2015,d_1756
2015-11-20,11542,Friday,7,11,2015,d_1757
2015-11-21,11543,Saturday,1,11,2015,d_1758
2015-11-22,11543,Sunday,2,11,2015,d_1759
2015-11-23,11543,Monday,3,11,2015,d_1760
2015-11-24,11543,Tuesday,4,11,2015,d_1761
2015-11-25,11543,Wednesday,5,11,2015,d_1762
2015-11-26,11543,Thursday,6,11,2015,d_1763
2015-11-27,11543,Friday,7,11,2015,d_1764
2015-11-28,11544,Saturday,1,11,2015,d_1765
2015-11-29,11544,Sunday,2,11,2015,d_1766
2015-11-30,11544,Monday,3,11,2015,d_1767
2015-12-01,11544,Tuesday,4,12,2015,d_1768
2015-12-02,11544,Wednesday,5,12,2015,d_1769
2015-12-03,11544,Thursday,6,12,2015,d_1770
2015-12-04,11544,Friday,7,12,2015,d_1771
2015-12-05,11545,Saturday,1,12,2015,d_1772
2015-12-06,11545,Sunday,2,12,2015,d_1773
2015-12-07,11545,Monday,3,12,2015,d_1774
2015-12-08,11545,Tuesday,4,12,2015,d_1775
2015-12-09,11545,Wednesday,5,12,2015,d_1776
2015-12-10,11545,Thursday,6,12,2015,d_1777
2015-12-11,11545,Friday,7,12,2015,d_1778
2015-12-12,11546,Saturday,1,12,2015,d_1779
2015-12-13,11546,Sunday,2,12,2015,d_1780
2015-12-14,11546,Monday,3,12,2015,d_1781
2015-12-15,11546,Tuesday,4,12,2015,d_1782
2015-12-16,11546,Wednesday,5,12,2015,d_1783
2015-12-17,11546,Thursday,6,12,2015,d_1784
2015-12-18,11546,Friday,7,12,2015,d_1785
2015-12-19,11547,Saturday,1,12,2015,d_1786
2015-12-20,11547,Sunday,2,12,2015,d_1787
2015-12-21,11547,Monday,3,12,2015,d_1788
2015-12-22,11547,Tuesday,4,12,2015,d_1789
2015-12-23,11547,Wednesday,5,12,2015,d_1790
2015-12-24,11547,Thursday,6,12,2015,d_1791
2015-12-25,11547,Friday,7,12,2015,d_1792
2015-12-26,11548,Saturday,1,12,2015,d_1793
2015-12-27,11548,Sunday,2,12,2015,d_1794
2015-12-28,11548,Monday,3,12,2015,d_1795
2015-12-29,11548,Tuesday,4,12,2015,d_1796
2015-12-30,11548,Wednesday,5,12,2015,d_1797
2015-12-31,11548,Thursday,6,12,2015,d_1798
2016-01-01,11548,Friday,7,1,2016,d_1799
2016-01-02,11549,Saturday,1,1,2016,d_1800
2016-01-03,11549,Sunday,2,1,2016,d_1801
2016-01-04,11549,Monday,3,1,2016,d_1802
2016-01-05,11549,Tuesday,4,1,2016,d_1803
2016-01-06,11549,Wednesday,5,1,2016,d_1804
2016-01-07,11549,Thursday,6,1,2016,d_1805
2016-01-08,11549,Friday,7,1,2016,d_1806
2016-01-09,11550,Saturday,1,1,2016,d_1807
2016-01-10,11550,Sunday,2,1,2016,d_1808
2016-01-11,11550,Monday,3,1,2016,d_1809
2016-01-12,11550,Tuesday,4,1,2016,d_1810
2016-01-13,11550,Wednesday,5,1,2016,d_1811
2016-01-14,11550,Thursday,6,1,2016,d_1812
2016-01-15,11550,Friday,7,1,2016,d_1813
2016-01-16,11551,Saturday,1,1,2016,d_1814
2016-01-17,11551,Sunday,2,1,2016,d_1815
2016-01-18,11551,Monday,3,1,2016,d_1816
2016-01-19,11551,Tuesday,4,1,2016,d_1817
2016-01-20,11551,Wednesday,5,1,2016,d_1818
2016-01-21,11551,Thursday,6,1,2016,d_1819
2016-01-22,11551,Friday,7,1,2016,d_1820
2016-01-23,11552,Saturday,1,1,2016,d_1821
2016-01-24,11552,Sunday,2,1,2016,d_1822
2016-01-25,11552,Monday,3,1,2016,d_1823
2016-01-26,11552,Tuesday,4,1,2016,d_1824
2016-01-27,11552,Wednesday,5,1,2016,d_1825
2016-01-28,11552,Thursday,6,1,2016,d_1826
2016-01-29,11552,Friday,7,1,2016,d_1827
2016-01-30,11601,Saturday,1,1,2016,d_1828
2016-01-31,11601,Sunday,2,1,2016,d_1829
2016-02-01,11601,Monday,3,2,2016,d_1830
2016-02-02,11601,Tuesday,4,2,2016,d_1831
2016-02-03,11601,Wednesday,5,2,2016,d_1832
2016-02-04,11601,Thursday,6,2,2016,d_1833
2016-02-05,11601,Friday,7,2,2016,d_1834
2016-02-06,11602,Saturday,1,2,2016,d_1835
2016-02-07,11602,Sunday,2,2,2016,d_1836
2016-02-08,11602,Monday,3,2,2016,d_1837
2016-02-09,11602,Tuesday,4,2,2016,d_1838
2016-02-10,11602,Wednesday,5,2,2016,d_1839
2016-02-11,11602,Thursday,6,2,2016,d_1840
2016-02-12,11602,Friday,7,2,2016,d_1841
2016-02-13,11603,Saturday,1,2,2016,d_1842
2016-02-14,11603,Sunday,2,2,2016,d_1843
2016-02-15,11603,Monday,3,2,2016,d_1844
2016-02-16,11603,Tuesday,4,2,2016,d_1845
2016-02-17,11603,Wednesday,5,2,2016,d_1846
2016-02-18,11603,Thursday,6,2,2016,d_1847
2016-02-19,11603,Friday,7,2,2016,d_1848
2016-02-20,11604,Saturday,1,2,2016,d_1849
2016-02-21,11604,Sunday,2,2,2016,d_1850
2016-02-22,11604,Monday,3,2,2016,d_1851
2016-02-23,11604,Tuesday,4,2,2016,d_1852
2016-02-24,11604,Wednesday,5,2,2016,d_1853
2016-02-25,11604,Thursday,6,2,2016,d_1854
2016-02-26,11604,Friday,7,2,2016,d_1855
2016-02-27,11605,Saturday,1,2,2016,d_1856
2016-02-28,11605,Sunday,2,2,2016,d_1857
2016-02-29,11605,Monday,3,2,2016,d_1858
2016-03-01,11605,Tuesday,4,3,2016,d_1859
2016-03-02,11605,Wednesday,5,3,2016,d_1860
2016-03-03,11605,Thursday,6,3,2016,d_1861
2016-03-04,11605,Friday,7,3,2016,d_1862
2016-03-05,11606,Saturday,1,3,2016,d_1863
2016-03-06,11606,Sunday,2,3,2016,d_1864
2016-03-07,11606,Monday,3,3,2016,d_1865
2016-03-08,11606,Tuesday,4,3,2016,d_1866
2016-03-09,11606,Wednesday,5,3,2016,d_1867
2016-03-10,11606,Thursday,6,3,2016,d_1868
2016-03-11,11606,Friday,7,3,2016,d_1869
2016-03-12,11607,Saturday,1,3,2016,d_1870
2016-03-13,11607,Sunday,2,3,2016,d_1871
2016-03-14,11607,Monday,3,3,2016,d_1872
2016-03-15,11607,Tuesday,4,3,2016,d_1873
2016-03-16,11607,Wednesday,5,3,2016,d_1874
2016-03-17,11607,Thursday,6,3,2016,d_1875
2016-03-18,11607,Friday,7,3,2016,d_1876
2016-03-19,11608,Saturday,1,3,2016,d_1877
2016-03-20,11608,Sunday,2,3,2016,d_1878
2016-03-21,11608,Monday,3,3,2016,d_1879
2016-03-22,11608,Tuesday,4,3,2016,d_1880
2016-03-23,11608,Wednesday,5,3,2016,d_1881
2016-03-24,11608,Thursday,6,3,2016,d_1882
2016-03-25,11608,Friday,7,3,2016,d_1883
2016-03-26,11609,Saturday,1,3,2016,d_1884
2016-03-27,11609,Sunday,2,3,2016,d_1885
2016-03-28,11609,Monday,3,3,2016,d_1886
2016-03-29,11609,Tuesday,4,3,2016,d_1887
2016-03-30,11609,Wednesday,5,3,2016,d_1888
2016-03-31,11609,Thursday,6,3,2016,d_1889
2016-04-01,11609,Friday,7,4,2016,d_1890
2016-04-02,11610,Saturday,1,4,2016,d_1891
2016-04-03,11610,Sunday,2,4,2016,d_1892
2016-04-04,11610,Monday,3,4,2016,d_1893
2016-04-05,11610,Tuesday,4,4,2016,d_1894
2016-04-06,11610,Wednesday,5,4,2016,d_1895
2016-04-07,11610,Thursday,6,4,2016,d_1896
2016-04-08,11610,Friday,7,4,2016,d_1897
2016-04-09,11611,Saturday,1,4,2016,d_1898
2016-04-10,11611,Sunday,2,4,2016,d_1899
2016-04-11,11611,Monday,3,4,2016,d_1900
2016-04-12,11611,Tuesday,4,4,2016,d_1901
2016-04-13,11611,Wednesday,5,4,2016,d_1902
2016-04-14,11611,Thursday,6,4,2016,d_1903
2016-04-15,11611,Friday,7,4,2016,d_1904
2016-04-16,11612,Saturday,1,4,2016,d_1905
2016-04-17,11612,Sunday,2,4,2016,d_1906
2016-04-18,11612,Monday,3,4,2016,d_1907
2016-04-19,11612,Tuesday,4,4,2016,d_1908
2016-04-20,11612,Wednesday,5,4,2016,d_1909
2016-04-21,11612,Thursday,6,4,2016,d_1910
2016-04-22,11612,Friday,7,4,2016,d_1911
2016-04-23,11613,Saturday,1,4,2016,d_1912
2016-04-24,11613,Sunday,2,4,2016,d_1913
2016-04-25,11613,Monday,3,4,2016,d_1914
2016-04-26,11613,Tuesday,4,4,2016,d_1915
2016-04-27,11613,Wednesday,5,4,2016,d_1916
2016-04-28,11613,Thursday,6,4,2016,d_1917
2016-04-29,11613,Friday,7,4,2016,d_1918
2016-04-30,11614,Saturday,1,4,2016,d_1919
2016-05-01,11614,Sunday,2,5,2016,d_1920
2016-05-02,11614,Monday,3,5,2016,d_1921
2016-05-03,11614,Tuesday,4,5,2016,d_1922
2016-05-04,11614,Wednesday,5,5,2016,d_1923
2016-05-05,11614,Thursday,6,5,2016,d_1924
2016-05-06,11614,Friday,7,5,2016,d_1925
2016-05-07,11615,Saturday,1,5,2016,d_1926
2016-05-08,11615,Sunday,2,5,2016,d_1927
2016-05-09,11615,Monday,3,5,2016,d_1928
2016-05-10,11615,Tuesday,4,5,2016,d_1929
2016-05-11,11615,Wednesday,5,5,2016,d_1930
2016-05-12,11615,Thursday,6,5,2016,d_1931
2016-05-13,11615,Friday,7,5,2016,d_1932
2016-05-14,11616,Saturday,1,5,2016,d_1933
2016-05-15,11616,Sunday,2,5,2016,d_1934
2016-05-16,11616,Monday,3,5,2016,d_1935
2016-05-17,11616,Tuesday,4,5,2016,d_1936
2016-05-18,11616,Wednesday,5,5,2016,d_1937
2016-05-19,11616,Thursday,6,5,2016,d_1938
2016-05-20,11616,Friday,7,5,2016,d_1939
2016-05-21,11617,Saturday,1,5,2016,d_1940
2016-05-22,11617,Sunday,2,5,2016,d_1941
2016-05-23,11617,Monday,3,5,2016,d_1942
2016-05-24,11617,Tuesday,4,5,2016,d_1943
2016-05-25,11617,Wednesday,5,5,2016,d_1944
2016-05-26,11617,Thursday,6,5,2016,d_1945
2016-05-27,11617,Friday,7,5,2016,d_1946
2016-05-28,11618,Saturday,1,5,2016,d_1947
2016-05-29,11618,Sunday,2,5,2016,d_1948
2016-05-30,11618,Monday,3,5,2016,d_1949
2016-05-31,11618,Tuesday,4,5,2016,d_1950
2016-06-01,11618,Wednesday,5,6,2016,d_1951
2016-06-02,11618,Thursday,6,6,2016,d_1952
2016-06-03,11618,Friday,7,6,2016,d_1953
2016-06-04,11619,Saturday,1,6,2016,d_1954
2016-06-05,11619,Sunday,2,6,2016,d_1955
2016-06-06,11619,Monday,3,6,2016,d_1956
2016-06-07,11619,Tuesday,4,6,2016,d_1957
2016-06-08,11619,Wednesday,5,6,2016,d_1958
2016-06-09,11619,Thursday,6,6,2016,d_1959
2016-06-10,11619,Friday,7,6,2016,d_1960
2016-06-11,11620,Saturday,1,6,2016,d_1961
2016-06-12,11620,Sunday,2,6,2016,d_1962
2016-06-13,11620,Monday,3,6,2016,d_1963
2016-06-14,11620,Tuesday,4,6,2016,d_1964
2016-06-15,11620,Wednesday,5,6,2016,d_1965
2016-06-16,11620,Thursday,6,6,2016,d_1966
2016-06-17,11620,Friday,7,6,2016,d_1967
2016-06-18,11621,Saturday,1,6,2016,d_1968
2016-06-19,11621,Sunday,2,6,2016,d_1969
